0.489837,0.212554,0.646000
0.491399,0.212548,0.646000
0.492961,0.212542,0.646000
0.486680,0.214650,0.647000
0.488277,0.214643,0.646000
0.489839,0.214637,0.646000
0.491401,0.214631,0.646000
0.492963,0.214624,0.646000
0.494526,0.214618,0.646000
0.496088,0.214612,0.646000
0.497650,0.214605,0.646000
0.499213,0.214599,0.646000
0.500775,0.214593,0.646000
0.502338,0.214586,0.646000
0.503900,0.214580,0.646000
0.505463,0.214574,0.646000
0.507025,0.214567,0.646000
0.511714,0.214548,0.646000
0.513276,0.214542,0.646000
0.514839,0.214535,0.646000
0.516402,0.214529,0.646000
0.483523,0.216745,0.648000
0.485085,0.216739,0.648000
0.486681,0.216732,0.647000
0.488279,0.216726,0.646000
0.489841,0.216719,0.646000
0.491403,0.216713,0.646000
0.492965,0.216707,0.646000
0.494527,0.216700,0.646000
0.496090,0.216694,0.646000
0.497652,0.216688,0.646000
0.499250,0.216681,0.645000
0.500812,0.216675,0.645000
0.502340,0.216669,0.646000
0.503902,0.216663,0.646000
0.505465,0.216656,0.646000
0.507027,0.216650,0.646000
0.508590,0.216644,0.646000
0.510153,0.216637,0.646000
0.511715,0.216631,0.646000
0.513278,0.216625,0.646000
0.514841,0.216618,0.646000
0.516404,0.216612,0.646000
0.517967,0.216606,0.646000
0.519530,0.216600,0.646000
0.521093,0.216593,0.646000
0.522656,0.216587,0.646000
0.524219,0.216581,0.646000
0.525782,0.216574,0.646000
0.527380,0.216568,0.645000
0.528944,0.216561,0.645000
0.483524,0.218828,0.648000
0.485086,0.218821,0.648000
0.486683,0.218815,0.647000
0.488280,0.218808,0.646000
0.489843,0.218802,0.646000
0.491405,0.218796,0.646000
0.492967,0.218789,0.646000
0.494529,0.218783,0.646000
0.496092,0.218777,0.646000
0.497654,0.218770,0.646000
0.499252,0.218764,0.645000
0.500814,0.218757,0.645000
0.502341,0.218752,0.646000
0.503904,0.218745,0.646000
0.505467,0.218739,0.646000
0.507029,0.218733,0.646000
0.508592,0.218727,0.646000
0.510155,0.218720,0.646000
0.511717,0.218714,0.646000
0.513280,0.218708,0.646000
0.514843,0.218701,0.646000
0.516406,0.218695,0.646000
0.517969,0.218689,0.646000
0.519532,0.218683,0.646000
0.521095,0.218676,0.646000
0.522658,0.218670,0.646000
0.524221,0.218664,0.646000
0.525819,0.218657,0.645000
0.527382,0.218651,0.645000
0.528946,0.218644,0.645000
0.530544,0.218638,0.644000
0.532107,0.218632,0.644000
0.533671,0.218625,0.644000
0.535234,0.218619,0.644000
0.466347,0.220979,0.648000
0.467908,0.220973,0.648000
0.469505,0.220966,0.647000
0.471066,0.220960,0.647000
0.472593,0.220954,0.648000
0.481929,0.220917,0.649000
0.483526,0.220910,0.648000
0.485088,0.220904,0.648000
0.486685,0.220897,0.647000
0.488247,0.220891,0.647000
0.489809,0.220885,0.647000
0.491407,0.220878,0.646000
0.492969,0.220872,0.646000
0.494531,0.220866,0.646000
0.496094,0.220859,0.646000
0.497656,0.220853,0.646000
0.499218,0.220847,0.646000
0.500781,0.220841,0.646000
0.502343,0.220834,0.646000
0.503906,0.220828,0.646000
0.505468,0.220822,0.646000
0.507031,0.220816,0.646000
0.508594,0.220809,0.646000
0.510157,0.220803,0.646000
0.511719,0.220797,0.646000
0.513282,0.220791,0.646000
0.514845,0.220784,0.646000
0.516408,0.220778,0.646000
0.517971,0.220772,0.646000
0.519534,0.220766,0.646000
0.521097,0.220759,0.646000
0.522660,0.220753,0.646000
0.524223,0.220747,0.646000
0.525821,0.220740,0.645000
0.527384,0.220734,0.645000
0.528983,0.220727,0.644000
0.530546,0.220721,0.644000
0.532109,0.220715,0.644000
0.533708,0.220708,0.643000
0.535272,0.220702,0.643000
0.536835,0.220696,0.643000
0.464752,0.223068,0.649000
0.466348,0.223061,0.648000
0.467910,0.223055,0.648000
0.469506,0.223048,0.647000
0.471068,0.223042,0.647000
0.472595,0.223036,0.648000
0.474157,0.223030,0.648000
0.475684,0.223024,0.649000
0.477245,0.223018,0.649000
0.478807,0.223012,0.649000
0.480369,0.223006,0.649000
0.481931,0.222999,0.649000
0.483528,0.222993,0.648000
0.485090,0.222986,0.648000
0.486652,0.222980,0.648000
0.488249,0.222974,0.647000
0.489811,0.222967,0.647000
0.491373,0.222961,0.647000
0.492971,0.222955,0.646000
0.494533,0.222948,0.646000
0.496095,0.222942,0.646000
0.497658,0.222936,0.646000
0.499220,0.222930,0.646000
0.500818,0.222923,0.645000
0.502380,0.222917,0.645000
0.503908,0.222911,0.646000
0.505470,0.222905,0.646000
0.507033,0.222899,0.646000
0.508631,0.222892,0.645000
0.510193,0.222886,0.645000
